2016-10-21T16:34:09,25.22,41.2,No temperature data
2016-10-21T16:34:10,25.24,41.165,No temperature data
2016-10-21T16:34:10,25.25,41.1433333333,No temperature data
2016-10-21T16:34:11,25.25,41.1325,No temperature data
2016-10-21T16:34:11,25.24,41.12,No temperature data
2016-10-21T16:34:12,25.23,41.1,No temperature data
2016-10-21T16:34:13,25.22,41.0857142857,No temperature data
2016-10-21T16:34:13,25.23,41.075,No temperature data
2016-10-21T16:34:14,25.23,41.0633333333,No temperature data
2016-10-21T16:34:14,25.24,41.054,No temperature data
2016-10-21T16:34:15,25.22,41.0463636364,No temperature data
2016-10-21T16:34:16,25.24,41.0483333333,No temperature data
2016-10-21T16:34:16,25.25,41.0623076923,No temperature data
2016-10-21T16:34:17,25.25,41.0835714286,No temperature data
2016-10-21T16:34:17,25.26,41.1086666667,No temperature data
2016-10-21T16:34:18,25.26,41.1325,No temperature data
2016-10-21T16:34:19,25.26,41.1517647059,No temperature data
2016-10-21T16:34:19,25.27,41.1672222222,No temperature data
2016-10-21T16:34:20,25.28,41.1794736842,No temperature data
2016-10-21T16:34:20,25.29,41.189,No temperature data
2016-10-21T16:34:21,25.29,41.1957142857,No temperature data
2016-10-21T16:34:22,25.28,41.2004545455,No temperature data
2016-10-21T16:34:22,25.28,41.2034782609,No temperature data
2016-10-21T16:34:23,25.28,41.2033333333,No temperature data
2016-10-21T16:34:23,25.28,41.202,No temperature data
2016-10-21T16:34:24,25.29,41.2007692308,No temperature data
2016-10-21T16:34:25,25.3,41.1996296296,No temperature data
2016-10-21T16:34:25,25.3,41.1985714286,No temperature data
2016-10-21T16:34:26,25.3,41.1955172414,No temperature data
2016-10-21T16:34:26,25.3,41.1903333333,No temperature data
2016-10-21T16:34:27,25.3,41.184516129,No temperature data
2016-10-21T16:34:27,25.3,41.178125,No temperature data
2016-10-21T16:34:28,25.3,41.1709090909,No temperature data
2016-10-21T16:34:29,25.29,41.1632352941,No temperature data
2016-10-21T16:34:29,25.28,41.1548571429,No temperature data
2016-10-21T16:34:30,25.28,41.1461111111,No temperature data
2016-10-21T16:34:30,25.26,41.1386486486,No temperature data
2016-10-21T16:34:31,25.26,41.1315789474,No temperature data
2016-10-21T16:34:32,25.26,41.1248717949,No temperature data
2016-10-21T16:34:32,25.25,41.11775,No temperature data
2016-10-21T16:34:33,25.24,41.1109756098,No temperature data
2016-10-21T16:34:33,25.24,41.1045238095,No temperature data
2016-10-21T16:34:34,25.23,41.098372093,No temperature data
2016-10-21T16:34:35,25.22,41.0925,No temperature data
2016-10-21T16:34:35,25.22,41.0868888889,No temperature data
2016-10-21T16:34:36,25.21,41.0813043478,No temperature data
2016-10-21T16:34:36,25.21,41.0759574468,No temperature data
2016-10-21T16:34:37,25.21,41.0716666667,No temperature data
2016-10-21T16:34:38,25.18,41.0681632653,No temperature data
2016-10-21T16:34:38,25.18,41.0648,No temperature data
2016-10-21T16:34:39,25.15,41.061372549,No temperature data
2016-10-21T16:34:39,25.15,41.0588461538,No temperature data
2016-10-21T16:34:40,25.14,41.0569811321,No temperature data
2016-10-21T16:34:41,25.11,41.055,No temperature data
2016-10-21T16:34:41,25.11,41.0543636364,No temperature data
2016-10-21T16:34:42,25.1,41.05375,No temperature data
2016-10-21T16:34:42,25.1,41.0536842105,No temperature data
2016-10-21T16:34:43,25.1,41.0536206897,No temperature data
2016-10-21T16:34:44,25.1,41.053559322,No temperature data
2016-10-21T16:34:44,25.08,41.054,No temperature data
2016-10-21T16:34:45,25.09,41.0550819672,No temperature data
2016-10-21T16:34:45,25.09,41.0566129032,No temperature data
2016-10-21T16:34:46,25.09,41.059047619,No temperature data
2016-10-21T16:34:47,25.09,41.06140625,No temperature data
2016-10-21T16:34:47,25.1,41.0638461538,No temperature data
2016-10-21T16:34:48,25.1,41.0662121212,No temperature data
2016-10-21T16:34:48,25.1,41.0689552239,No temperature data
2016-10-21T16:34:49,25.12,41.0720588235,No temperature data
2016-10-21T16:34:50,25.13,41.0760869565,No temperature data
2016-10-21T16:34:50,25.12,41.08,No temperature data
