2016-10-21T17:05:30,25.63,40.88,11.35
2016-10-21T17:05:30,25.62,40.88,11.345
2016-10-21T17:05:31,25.62,40.87,11.34
2016-10-21T17:05:31,25.59,40.855,11.3275
2016-10-21T17:05:32,25.59,40.852,11.322
2016-10-21T17:05:33,25.58,40.855,11.3183333333
2016-10-21T17:05:33,25.58,40.8571428571,11.3157142857
2016-10-21T17:05:34,25.56,40.85875,11.31125
2016-10-21T17:05:34,25.57,40.86,11.3088888889
2016-10-21T17:05:35,25.56,40.861,11.306
2016-10-21T17:05:36,25.54,40.8618181818,11.3018181818
2016-10-21T17:05:36,25.53,40.8625,11.2983333333
2016-10-21T17:05:37,25.52,40.8676923077,11.2961538462
