2016-10-21T17:20:23,26.21,38.87,11.1
2016-10-21T17:20:24,26.2,38.9,11.11
2016-10-21T17:20:24,26.17,38.92,11.11
2016-10-21T17:20:25,26.16,38.9475,11.1125
2016-10-21T17:20:26,26.15,38.97,11.116
2016-10-21T17:20:26,26.14,38.99,11.1183333333
2016-10-21T17:20:27,26.13,39.0142857143,11.1228571429
2016-10-21T17:20:27,26.11,39.04,11.12625
2016-10-21T17:20:28,26.09,39.06,11.1266666667
2016-10-21T17:20:29,26.08,39.082,11.129
2016-10-21T17:20:29,26.07,39.1,11.13
2016-10-21T17:20:30,26.05,39.1208333333,11.1316666667
2016-10-21T17:20:30,26.04,39.1407692308,11.1330769231
2016-10-21T17:20:31,26.01,39.1571428571,11.1321428571
2016-10-21T17:20:32,26.14,39.208,11.1526666667
2016-10-21T17:20:32,26.26,39.38625,11.2275
2016-10-21T17:20:33,26.26,39.5976470588,11.3129411765
2016-10-21T17:20:33,26.26,39.78,11.3866666667
2016-10-21T17:20:34,26.26,39.9226315789,11.4452631579
