2016-10-21T16:32:14,25.32,41.08,No temperature data
2016-10-21T16:32:14,25.32,41.08,No temperature data
2016-10-21T16:32:15,25.34,41.07,No temperature data
2016-10-21T16:32:15,25.33,41.055,No temperature data
2016-10-21T16:32:16,25.34,41.04,No temperature data
2016-10-21T16:32:17,25.33,41.03,No temperature data
2016-10-21T16:32:17,25.34,41.0185714286,No temperature data
2016-10-21T16:32:18,25.33,41.01,No temperature data
2016-10-21T16:32:18,25.34,40.9988888889,No temperature data
2016-10-21T16:32:19,25.33,40.99,No temperature data
