2016-10-21T16:23:04,25.38
2016-10-21T16:23:04,25.38
2016-10-21T16:23:05,25.38
2016-10-21T16:23:06,25.39
2016-10-21T16:23:06,25.4
2016-10-21T16:23:07,25.39
2016-10-21T16:23:07,25.39
2016-10-21T16:23:08,25.38
2016-10-21T16:23:09,25.38
2016-10-21T16:23:09,25.37
2016-10-21T16:23:10,25.36
2016-10-21T16:23:10,25.36
2016-10-21T16:23:11,25.36
2016-10-21T16:23:12,25.35
2016-10-21T16:23:12,25.34
2016-10-21T16:23:13,25.33
2016-10-21T16:23:13,25.32
2016-10-21T16:23:14,25.31
2016-10-21T16:23:15,25.29
2016-10-21T16:23:15,25.27
2016-10-21T16:23:16,25.27
2016-10-21T16:23:16,25.25
2016-10-21T16:23:17,25.24
2016-10-21T16:23:18,25.23
2016-10-21T16:23:18,25.23
2016-10-21T16:23:19,25.21
2016-10-21T16:23:19,25.19
2016-10-21T16:23:20,25.19
2016-10-21T16:23:21,25.19
2016-10-21T16:23:21,25.19
2016-10-21T16:23:22,25.17
2016-10-21T16:23:22,25.17
2016-10-21T16:23:23,25.18
2016-10-21T16:23:24,25.16
2016-10-21T16:23:24,25.17
2016-10-21T16:23:25,25.15
2016-10-21T16:23:25,25.15
2016-10-21T16:23:26,25.15
2016-10-21T16:23:27,25.16
2016-10-21T16:23:27,25.16
2016-10-21T16:23:28,25.17
2016-10-21T16:23:28,25.17
2016-10-21T16:23:29,25.17
2016-10-21T16:23:30,25.16
2016-10-21T16:23:30,25.16
2016-10-21T16:23:31,25.16
2016-10-21T16:23:31,25.16
2016-10-21T16:23:32,25.14
2016-10-21T16:23:33,25.14
2016-10-21T16:23:33,25.14
2016-10-21T16:23:34,25.13
2016-10-21T16:23:34,25.16
2016-10-21T16:23:35,25.16
2016-10-21T16:23:36,25.16
2016-10-21T16:23:36,25.16
2016-10-21T16:23:37,25.18
2016-10-21T16:23:37,25.18
2016-10-21T16:23:38,25.17
2016-10-21T16:23:39,25.18
2016-10-21T16:23:39,25.18
2016-10-21T16:23:40,25.18
2016-10-21T16:23:40,25.18
2016-10-21T16:23:41,25.17
2016-10-21T16:23:41,25.18
2016-10-21T16:23:42,25.17
2016-10-21T16:23:43,25.18
2016-10-21T16:23:43,25.18
2016-10-21T16:23:44,25.18
2016-10-21T16:23:44,25.2
2016-10-21T16:23:45,25.22
2016-10-21T16:23:46,25.2
2016-10-21T16:23:46,25.22
2016-10-21T16:23:47,25.22
2016-10-21T16:23:47,25.22
2016-10-21T16:23:48,25.23
2016-10-21T16:23:49,25.24
2016-10-21T16:23:49,25.24
2016-10-21T16:23:50,25.26
2016-10-21T16:23:50,25.27
